City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Samarai,PG,-10.6167,150.6667,85.15,65,99,4.83,light rain
463,Salinas,US,36.6777,-121.6555,62.69,37,0,3.44,clear sky
464,Altay,CN,47.8667,88.1167,6.44,69,4,5.86,clear sky
465,Sabya,SA,17.1495,42.6254,73.02,73,0,4.36,clear sky
466,Kuruman,ZA,-27.4524,23.4325,69.13,43,35,13.06,scattered clouds
467,Kamenica,DE,50.8333,12.9167,39.72,94,100,7.0,light rain
468,Dabat,ET,12.9842,37.765,51.1,59,98,5.75,overcast clouds
469,Isabela,PH,6.7085,121.9711,87.85,65,100,5.37,overcast clouds
470,Mahajanga,MG,-15.7167,46.3167,75.22,94,20,2.3,few clouds
471,Berlevag,NO,70.8578,29.0864,23.43,79,99,20.04,overcast clouds
472,Tanout,NE,14.9709,8.8879,51.37,19,0,12.06,clear sky
473,Bushehr,IR,28.9684,50.8385,50.02,49,0,13.8,clear sky
474,Pokhara,NP,28.2333,83.9833,55.13,37,61,1.5,broken clouds
475,Timra,SE,62.487,17.3257,20.68,67,100,4.61,light snow
476,Manavalakurichi,IN,8.1333,77.3,84.29,77,100,8.21,overcast clouds
477,Tual,ID,-5.6667,132.75,81.9,83,100,16.04,overcast clouds
478,Ginda,IN,30.6945,78.4932,41.36,34,99,3.8,overcast clouds
479,Kangaatsiaq,GL,68.3065,-53.4641,10.26,90,100,10.31,light snow
480,Bazaliya,UA,49.7127,26.4733,24.04,94,100,13.29,light snow
481,Santa Marta,CO,11.2408,-74.199,82.89,69,13,20.0,few clouds
482,Ambositra,MG,-20.5167,47.25,57.72,98,68,3.06,broken clouds
483,Grand Gaube,MU,-20.0064,57.6608,84.38,81,49,7.0,scattered clouds
484,Nemuro,JP,43.3236,145.575,30.63,70,62,22.06,broken clouds
485,Ginir,ET,7.1333,40.7,53.89,69,91,5.55,overcast clouds
486,Santiago De Cao,PE,-7.9589,-79.2392,68.13,83,65,9.22,fog
487,Mehran,IR,33.1222,46.1646,33.28,45,0,9.4,clear sky
488,Ancud,CL,-41.8697,-73.8203,56.73,77,100,11.97,overcast clouds
489,Manokwari,ID,-0.8667,134.0833,82.2,77,100,1.66,overcast clouds
490,The Valley,AI,18.217,-63.0578,78.1,68,0,20.98,clear sky
491,Olari,RO,46.3833,21.55,23.77,90,93,5.55,overcast clouds
492,Manaskent,RU,42.7275,47.6785,24.17,86,4,8.95,clear sky
493,Assiniboia,CA,49.6334,-105.9845,15.71,78,76,5.75,broken clouds
494,Vredendal,ZA,-31.6683,18.5012,81.01,25,2,4.74,clear sky
495,Tomatlan,MX,19.9333,-105.25,71.44,85,88,0.36,overcast clouds
496,Marawi,PH,7.9986,124.2928,73.65,60,99,3.0,overcast clouds
497,Berbera,SO,10.4396,45.0143,72.99,79,11,3.71,few clouds
498,Savasleyka,RU,55.4606,42.3207,21.27,91,100,10.38,overcast clouds
499,Kholodnyy,RU,62.7167,147.95,-30.42,91,52,1.23,broken clouds
500,Bennettsville,US,34.6174,-79.6848,29.95,97,100,4.61,snow
501,Qeshm,IR,26.9581,56.2719,48.09,40,0,17.69,clear sky
502,Uberlandia,BR,-18.9186,-48.2772,72.61,73,0,4.61,clear sky
503,Erenhot,CN,43.6475,111.9767,13.14,86,74,9.17,broken clouds
504,La Asuncion,VE,11.0333,-63.8628,78.53,78,64,10.36,broken clouds
505,Avera,US,33.194,-82.5271,33.75,97,100,9.44,snow
506,Belmonte,BR,-15.8631,-38.8828,79.3,83,96,4.47,overcast clouds
507,Bara,NG,10.3744,10.7288,60.03,27,29,7.09,scattered clouds
508,San Pedro Buenavista,MX,16.0833,-93.1167,67.69,85,29,4.34,scattered clouds
509,Troitsko-Pechorsk,RU,62.7084,56.1964,4.68,97,100,4.54,overcast clouds
510,Geraldton,AU,-28.7667,114.6,109.81,8,0,18.41,clear sky
511,Ternate,ID,0.8,127.4,80.89,73,100,6.26,overcast clouds
512,Tornio,FI,65.8481,24.1466,-3.98,97,34,1.1,scattered clouds
513,Angatuba,BR,-23.4897,-48.4128,68.47,95,6,5.73,clear sky
514,Baghdad,IQ,33.3406,44.4009,28.31,86,0,4.61,clear sky
515,Mastic Beach,US,40.7668,-72.8521,23.99,64,0,3.0,clear sky
516,Kavaratti,IN,10.5669,72.642,79.59,70,100,6.93,overcast clouds
517,Veselynove,UA,47.3567,31.2349,27.64,60,66,13.35,broken clouds
518,Mandurah,AU,-32.55,115.7,101.16,34,55,8.39,broken clouds
519,Mayumba,GA,-3.432,10.6554,76.26,91,88,10.22,overcast clouds
520,Fort Payne,US,34.4442,-85.7197,32.81,70,100,5.75,overcast clouds
521,Sungaipenuh,ID,-2.0833,101.3833,69.33,87,99,2.35,overcast clouds
522,Bonavista,CA,48.6499,-53.1147,20.12,66,98,19.77,overcast clouds
523,Jalu,LY,29.0331,21.5482,48.87,52,0,2.44,clear sky
524,Chelno-Vershiny,RU,54.4333,51.1,10.53,94,100,12.59,snow
525,Vieques,PR,18.425,-65.8329,77.04,73,40,10.36,scattered clouds
526,Cyangugu,RW,-2.4846,28.9075,59.92,92,97,1.1,overcast clouds
527,Khandyga,RU,62.6667,135.6,-16.87,95,100,1.32,overcast clouds
528,Lavrentiya,RU,65.5833,-171.0,1.89,96,100,16.17,snow
529,Kommunar,RU,59.6206,30.39,29.73,93,100,11.18,overcast clouds
530,Kologriv,RU,58.8275,44.3178,14.04,93,100,9.46,overcast clouds
531,East Wenatchee Bench,US,47.4257,-120.2812,42.48,85,0,4.61,clear sky
532,Lugovoy,KZ,42.9472,72.7644,31.57,45,90,6.49,overcast clouds
533,Ballina,AU,-28.8667,153.5667,76.96,77,100,16.11,overcast clouds
534,Prince Rupert,CA,54.3161,-130.3201,44.29,86,100,18.41,light rain
535,Yaqui,MX,27.3667,-110.1667,61.68,56,0,6.89,clear sky
536,San Andres,CO,12.5847,-81.7006,80.62,78,20,16.11,few clouds
537,Vallenar,CL,-28.5708,-70.7581,70.27,48,0,3.31,clear sky
538,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.15,54,75,12.66,broken clouds
539,Coihaique,CL,-45.5752,-72.0662,54.21,76,0,2.3,clear sky
540,Mujiayingzi,CN,42.1167,118.7833,16.12,55,100,3.78,overcast clouds
541,La Palma,US,33.8464,-118.0467,69.82,32,20,3.0,few clouds
542,Kolyvan,RU,55.3053,82.7391,-5.94,100,100,2.71,overcast clouds
543,Nurota,UZ,40.5614,65.6886,26.69,82,100,10.11,overcast clouds
544,Baykit,RU,61.67,96.37,-6.63,100,96,0.63,overcast clouds
545,Norwood,US,42.1945,-71.1995,19.8,58,0,3.44,clear sky
546,Gilgit,PK,35.9221,74.3087,28.35,76,99,3.27,overcast clouds
547,Martapura,ID,-3.4167,114.85,86.0,64,72,4.61,broken clouds
548,Tecoanapa,MX,16.5167,-98.75,75.99,77,21,3.56,few clouds
549,Orlik,RU,52.5178,99.825,4.86,96,100,0.87,overcast clouds
550,Yangambi,CD,0.8102,24.4336,66.78,69,89,0.47,overcast clouds
551,Vodnyy,RU,63.5046,53.4095,9.05,96,100,5.88,overcast clouds
552,Aromashevo,RU,56.8602,68.6375,1.26,95,100,6.08,overcast clouds
553,Praia,CV,14.9215,-23.5087,72.14,78,75,12.66,broken clouds
554,Sambava,MG,-14.2667,50.1667,75.67,89,100,1.45,light rain
555,Ramsar,IR,36.9226,50.6426,29.64,86,0,2.3,clear sky
556,Otofuke,JP,42.9917,143.2003,25.75,69,19,6.87,few clouds
557,Satellite Beach,US,28.1761,-80.5901,66.06,91,100,7.0,overcast clouds
558,Mwene-Ditu,CD,-7.0,23.45,63.05,97,94,2.01,light rain
559,Solnechnyy,RU,50.7214,136.6319,0.55,90,48,4.03,scattered clouds
560,Merauke,ID,-8.4667,140.3333,84.69,72,75,10.13,broken clouds
561,Colac,AU,-38.3333,143.5833,89.62,22,0,4.88,clear sky
562,Mackay,AU,-21.15,149.2,87.67,65,40,24.16,scattered clouds
563,Alekseyevsk,RU,57.8406,108.3492,0.86,98,92,1.05,overcast clouds
564,Porto Murtinho,BR,-21.6989,-57.8825,78.1,62,8,5.03,clear sky
565,Sao Gotardo,BR,-19.3111,-46.0489,67.62,89,10,2.48,clear sky
566,Tarbagatay,RU,51.4803,107.3602,-8.07,91,100,2.75,overcast clouds
567,Pangoa,PE,-12.1167,-73.0,67.96,98,100,1.14,overcast clouds
568,Alice Town,BS,25.7167,-79.3,75.4,83,8,7.85,clear sky
569,Flinders,AU,-34.5833,150.8552,78.8,63,88,8.79,overcast clouds
570,Panama City,PA,8.9936,-79.5197,82.06,80,20,6.91,few clouds
571,Kieta,PG,-6.2167,155.6333,85.6,68,99,6.71,overcast clouds
572,Hambantota,LK,6.1241,81.1185,75.34,79,45,4.43,scattered clouds
573,Bell Ville,AR,-32.6259,-62.6887,75.67,78,26,11.25,scattered clouds
574,Norilsk,RU,69.3535,88.2027,12.43,87,100,13.67,overcast clouds
575,Bethanien,NA,-26.502,17.1583,72.77,68,100,3.44,overcast clouds
576,Timmins,CA,48.4669,-81.3331,13.82,73,75,18.41,broken clouds
577,Nishihara,JP,26.1842,127.7558,67.66,82,100,14.97,overcast clouds
578,Nurlat,RU,54.4277,50.8051,11.01,93,100,12.28,snow
579,Moree,AU,-29.4667,149.85,82.42,34,100,6.91,overcast clouds
580,Pontian Kecil,MY,1.4801,103.3899,86.38,64,80,5.7,broken clouds
581,Capaci,IT,38.1711,13.2393,50.76,85,97,1.99,overcast clouds
582,Le Port,RE,-20.9373,55.2919,82.4,81,23,11.25,few clouds
583,Villa Maria,AR,-32.4075,-63.2402,74.82,87,26,12.68,scattered clouds
584,Rio Gallegos,AR,-51.6226,-69.2181,55.45,100,40,5.75,scattered clouds
585,Faanui,PF,-16.4833,-151.75,81.41,75,100,16.13,light rain
586,Aden,YE,12.7794,45.0367,76.06,72,0,10.13,clear sky
587,Methven,NZ,-43.6333,171.65,61.47,58,56,12.08,broken clouds
588,Chisec,GT,15.8167,-90.2833,68.74,97,27,2.08,scattered clouds
589,Prieska,ZA,-29.6641,22.7474,76.91,46,80,11.05,broken clouds
590,Chabahar,IR,25.2919,60.643,57.51,30,0,15.7,clear sky
591,Churapcha,RU,62.0025,132.4325,-11.25,95,100,2.39,overcast clouds
592,Orsk,RU,51.2049,58.5668,-3.1,77,97,4.47,mist
593,Along,IN,28.1667,94.7667,57.92,74,98,1.16,overcast clouds
594,Dicabisagan,PH,17.0818,122.4157,75.72,89,99,10.11,overcast clouds
595,Kenora,CA,49.8167,-94.4337,8.58,78,100,12.66,overcast clouds
596,Sioux Lookout,CA,50.1001,-91.917,12.58,85,100,10.36,overcast clouds
597,Frankfort,ZA,-27.2667,28.4833,51.24,89,83,9.6,broken clouds
598,Port-Gentil,GA,-0.7193,8.7815,79.11,86,8,12.75,light rain
599,Erzincan,TR,39.75,39.5,0.7,92,19,2.3,few clouds
600,Boulder City,US,35.9786,-114.8325,54.25,30,100,27.63,overcast clouds
601,Port Hardy,CA,50.6996,-127.4199,41.76,100,100,6.91,fog
602,Olovo,BA,44.13,18.5828,19.35,95,99,3.33,overcast clouds
603,Paramonga,PE,-10.6667,-77.8333,71.4,86,36,7.27,scattered clouds
604,Takanabe,JP,32.1333,131.5,49.89,58,30,4.23,scattered clouds
605,Alice Springs,AU,-23.7,133.8833,85.55,58,75,5.75,broken clouds
606,Mushabani,IN,22.5167,86.45,64.51,60,44,0.74,scattered clouds
607,Auki,SB,-8.7676,160.7034,86.16,68,100,9.53,overcast clouds
608,Plettenberg Bay,ZA,-34.0527,23.3716,69.03,86,2,4.72,clear sky
609,Farah,AF,32.5,62.5,32.86,51,0,7.34,clear sky
610,Monze,ZM,-16.2833,27.4833,59.7,94,4,7.58,clear sky
611,Victor Harbor,AU,-35.5667,138.6167,75.2,84,100,15.28,light rain
612,Namibe,AO,-15.1961,12.1522,71.53,75,65,4.56,broken clouds
613,Merrill,US,45.1805,-89.6835,11.97,59,100,10.36,overcast clouds
614,Tessalit,ML,20.1986,1.0114,56.3,25,32,8.52,scattered clouds
615,Omboue,GA,-1.5746,9.2618,75.81,93,13,6.71,light rain
616,San Jeronimo,PE,-11.9472,-75.2829,52.86,82,99,1.61,overcast clouds
617,Awjilah,LY,29.1081,21.2869,49.57,50,6,3.47,clear sky
618,Abu Samrah,SY,35.3029,37.1841,39.74,60,73,5.26,broken clouds
619,Pospelikha,RU,51.95,81.7667,-8.16,99,86,1.63,overcast clouds
620,Ampanihy,MG,-24.7,44.75,74.08,87,89,12.35,overcast clouds
621,Baculin,PH,7.4525,126.5842,75.07,90,100,7.45,light rain
622,Kalmunai,LK,7.4167,81.8167,76.68,65,50,4.65,scattered clouds
623,Russell,US,32.3502,-85.1999,38.8,90,100,4.61,overcast clouds
624,Vilyuysk,RU,63.7553,121.6247,-5.44,97,56,5.77,broken clouds
625,Baiao,BR,-2.7906,-49.6717,71.55,99,93,2.01,overcast clouds
626,Haikou,CN,20.0458,110.3417,73.53,83,75,8.95,broken clouds
627,Tommot,RU,58.9564,126.2925,7.3,90,100,6.06,overcast clouds
628,Apiai,BR,-24.5094,-48.8425,62.22,99,50,1.52,scattered clouds
629,La Paz,BO,-16.5,-68.15,48.18,87,75,6.91,broken clouds
630,Champerico,GT,14.3,-91.9167,78.04,76,0,8.57,clear sky
631,Babaeski,TR,41.4325,27.0931,29.8,63,100,9.28,light snow
632,Seropedica,BR,-22.7439,-43.7075,76.59,94,62,1.9,broken clouds
633,Bambanglipuro,ID,-7.95,110.2833,83.73,69,100,8.23,overcast clouds
634,Coquimbo,CL,-29.9533,-71.3436,60.53,88,0,6.91,clear sky
635,Bac Lieu,VN,9.285,105.7244,83.03,62,36,13.49,scattered clouds
636,Sakakah,SA,29.9697,40.2064,33.37,48,0,7.67,clear sky
637,Lazaro Cardenas,MX,17.9583,-102.2,75.54,79,100,4.85,overcast clouds
638,Vila,PT,42.0304,-8.1588,36.93,71,0,5.95,clear sky
639,Talcahuano,CL,-36.7167,-73.1167,56.88,88,0,5.75,clear sky
640,Shache,CN,38.4167,77.2406,30.42,38,100,1.66,overcast clouds
641,Santa Comba,ES,43.0331,-8.8093,42.66,82,0,5.35,clear sky
642,Vila Velha,BR,-20.3297,-40.2925,76.95,89,40,2.3,scattered clouds
643,Bolobo,CD,-2.1667,16.2333,73.58,79,100,2.91,overcast clouds
644,Gautier,US,30.3858,-88.6117,39.07,70,0,13.8,clear sky
645,Gumdag,TM,39.2061,54.5906,34.16,76,7,8.46,clear sky
646,Coaldale,CA,49.7167,-112.6185,39.81,52,75,18.41,broken clouds
647,San Patricio,US,28.017,-97.5169,48.83,55,0,7.38,clear sky
648,Hailey,US,43.5196,-114.3153,15.66,100,0,9.22,clear sky
649,Laizhou,CN,37.1717,119.9214,37.54,41,100,3.83,light rain
650,Beringovskiy,RU,63.05,179.3167,-3.15,96,100,18.41,light snow
651,North Platte,US,41.1239,-100.7654,35.26,90,0,1.99,clear sky
652,Camana,PE,-16.6228,-72.7111,72.48,86,93,7.25,overcast clouds
653,Labuhan,ID,-6.8844,112.2051,83.98,71,95,12.1,overcast clouds
654,Nove Straseci,CZ,50.1527,13.9004,35.06,100,100,7.0,overcast clouds
655,Weligama,LK,5.9667,80.4167,80.17,64,90,1.45,overcast clouds
656,Altagracia De Orituco,VE,9.8601,-66.3814,71.17,91,44,6.13,scattered clouds
657,Bontang,ID,0.1333,117.5,83.62,65,91,1.21,overcast clouds
658,Kirakira,SB,-10.4544,161.9205,85.51,71,97,10.31,overcast clouds
659,Ibra,OM,22.6906,58.5334,57.56,55,0,11.65,clear sky
660,Jieshi,CN,22.8134,115.8257,62.94,84,100,17.69,overcast clouds
661,Chinchani,IN,19.8667,72.7,75.96,76,30,8.81,scattered clouds
662,Narsaq,GL,60.9167,-46.05,8.82,72,100,7.18,overcast clouds
663,Contamana,PE,-7.3333,-75.0167,73.85,92,75,2.62,broken clouds
664,Ciudad Bolivar,VE,8.1222,-63.5497,75.29,84,47,11.88,scattered clouds
665,Redmond,US,47.674,-122.1215,45.54,88,20,2.89,few clouds
666,Cortez,US,37.3489,-108.5859,39.7,72,100,3.44,overcast clouds
667,Belyy Yar,RU,53.6039,91.3903,-9.51,84,75,0.0,light snow
668,Korschenbroich,DE,51.1914,6.5135,41.92,94,100,8.05,overcast clouds
669,Nouadhibou,MR,20.931,-17.0347,65.01,85,100,13.18,overcast clouds
670,Roma,US,43.2128,-75.4557,1.4,78,0,0.0,clear sky
671,Nisia Floresta,BR,-6.0911,-35.2086,79.18,79,96,4.34,overcast clouds
672,Fethiye,TR,36.6217,29.1164,49.87,88,100,3.13,overcast clouds
673,Bacolod,PH,10.6667,122.95,85.5,61,100,9.33,overcast clouds
674,Watertown,US,42.3709,-71.1828,21.09,54,0,1.99,clear sky
675,Ketchikan,US,55.3422,-131.6461,43.27,100,100,19.57,light rain
676,Kousseri,CM,12.0769,15.0306,61.47,17,13,8.86,few clouds
677,Chinsali,ZM,-10.5414,32.0816,62.02,98,100,4.14,moderate rain
678,Naze,JP,28.3667,129.4833,63.52,61,93,14.09,overcast clouds
679,Blagoyevo,RU,63.3667,47.9167,5.22,97,100,4.07,overcast clouds
680,Sayyan,YE,15.1718,44.3244,47.62,71,19,0.47,few clouds
681,Taltal,CL,-25.4,-70.4833,66.33,77,2,2.95,clear sky
682,Sidi Ali,DZ,36.0998,0.4206,45.14,76,0,4.38,clear sky
683,Lakes Entrance,AU,-37.8811,147.981,84.58,63,0,10.74,clear sky
684,Dickinson,US,29.4608,-95.0513,45.12,57,0,1.99,clear sky
685,Aberdeen,GB,57.1437,-2.0981,44.2,93,100,2.3,overcast clouds
686,Rapid Valley,US,44.0625,-103.1463,37.42,54,0,1.99,clear sky
687,Paris,FR,48.8534,2.3488,41.7,85,100,3.0,overcast clouds
688,Severnyy,RU,50.677,36.5532,24.84,93,75,11.18,broken clouds
689,Juneau,US,58.3019,-134.4197,41.0,95,100,3.0,snow
690,Cabedelo,BR,-6.9811,-34.8339,77.67,75,22,9.08,few clouds
691,Matagami,CA,49.7502,-77.6328,5.11,78,0,17.27,clear sky
692,Yurimaguas,PE,-5.9,-76.0833,74.41,85,33,1.01,scattered clouds
